transaction_id,sku,store_id,quantity,unit_price,total_amount,transaction_date,customer_id,payment_method
TX00000038,SKU00153,STORE001,2,475.95,951.90,2025-10-14T13:19:39.098Z,CUST001159,debit
TX00000039,SKU00129,STORE002,6,189.29,1135.74,2025-06-25T13:36:14.024Z,CUST001142,credit
TX00000040,SKU00056,STORE002,2,413.72,827.44,2026-01-16T03:31:13.680Z,CUST001940,cash
TX00000041,SKU00029,STORE002,8,186.85,1494.80,2026-01-25T19:58:00.273Z,CUST001691,mobile
TX00000042,SKU00036,STORE004,3,113.09,339.27,2025-08-14T01:03:32.387Z,CUST000527,credit
TX00000043,SKU00175,STORE004,7,376.39,2634.73,2025-12-10T01:43:33.161Z,CUST000703,credit
TX00000044,SKU00098,STORE005,1,149.29,149.29,2025-11-29T06:23:12.771Z,CUST001817,debit
TX00000045,SKU00094,STORE004,2,246.25,492.50,2025-12-11T05:03:48.492Z,CUST002000,mobile
TX00000046,SKU00080,STORE005,2,20.09,40.18,2025-11-11T11:23:44.411Z,CUST001022,cash
TX00000047,SKU00183,STORE003,6,29.85,179.10,2025-10-14T22:40:16.126Z,CUST000877,mobile
TX00000048,SKU00033,STORE001,5,122.55,612.75,2025-07-27T18:18:50.289Z,CUST000224,cash
TX00000049,SKU00057,STORE001,4,401.75,1607.00,2025-10-18T07:15:07.878Z,CUST000251,mobile
TX00000050,SKU00048,STORE004,6,464.99,2789.94,2025-09-04T02:44:28.552Z,CUST000039,mobile
TX00000051,SKU00105,STORE004,3,175.80,527.40,2025-11-02T02:28:17.409Z,CUST001336,mobile
TX00000052,SKU00054,STORE004,7,162.18,1135.26,2025-08-28T06:10:02.996Z,CUST001770,cash
TX00000053,SKU00056,STORE002,10,10.05,100.50,2025-11-08T23:58:13.843Z,CUST001246,mobile
TX00000054,SKU00063,STORE002,1,224.19,224.19,2025-07-15T19:23:02.708Z,CUST001670,mobile
TX00000055,SKU00038,STORE002,10,35.59,355.90,2025-07-21T09:47:22.210Z,CUST001191,credit
TX00000056,SKU00194,STORE003,6,127.05,762.30,2025-09-30T02:44:33.444Z,CUST001503,mobile
TX00000057,SKU00116,STORE005,9,379.79,3418.11,2025-10-14T08:08:03.243Z,CUST000425,cash
TX00000058,SKU00083,STORE003,9,448.39,4035.51,2025-08-08T06:16:48.690Z,CUST001383,debit
TX00000059,SKU00039,STORE001,4,217.89,871.56,2025-09-10T10:33:05.279Z,CUST001470,cash
TX00000060,SKU00058,STORE003,3,300.09,900.27,2025-09-16T08:34:14.677Z,CUST000234,cash
TX00000061,SKU00181,STORE002,8,331.00,2648.00,2025-10-27T11:55:28.175Z,CUST001134,cash
TX00000062,SKU00180,STORE002,4,10.30,41.20,2026-01-23T05:46:19.059Z,CUST000209,cash
TX00000063,SKU00093,STORE001,10,111.25,1112.50,2025-11-01T14:03:55.117Z,CUST001478,credit
TX00000064,SKU00132,STORE003,2,90.49,180.98,2025-12-19T05:40:19.809Z,CUST001877,mobile
TX00000065,SKU00197,STORE002,10,218.49,2184.90,2025-06-02T16:39:03.683Z,CUST000106,cash
TX00000066,SKU00092,STORE002,7,130.19,911.33,2025-11-26T01:47:00.273Z,CUST001648,mobile
TX00000067,SKU00096,STORE002,4,403.89,1615.56,2025-11-24T13:51:11.902Z,CUST000170,debit
TX00000068,SKU00097,STORE005,3,193.50,580.50,2025-12-21T04:11:03.819Z,CUST000770,debit
TX00000069,SKU00061,STORE005,2,467.25,934.50,2025-09-18T10:36:59.553Z,CUST000066,debit
TX00000070,SKU00082,STORE001,7,485.75,3400.25,2025-06-09T14:42:29.787Z,CUST000137,debit
TX00000071,SKU00024,STORE004,10,332.59,3325.90,2025-08-13T16:48:01.507Z,CUST001102,debit
TX00000072,SKU00167,STORE005,7,189.89,1329.23,2025-09-07T15:26:12.455Z,CUST000710,debit
TX00000073,SKU00136,STORE004,1,200.69,200.69,2025-06-11T08:07:18.850Z,CUST001655,credit
TX00000074,SKU00084,STORE001,9,280.75,2526.75,2025-09-16T02:40:46.337Z,CUST001463,mobile
TX00000075,SKU00045,STORE005,10,458.65,4586.50,2025-11-09T03:27:56.598Z,CUST000807,mobile
TX00000076,SKU00107,STORE004,5,367.09,1835.45,2025-06-26T07:36:11.083Z,CUST001666,cash
TX00000077,SKU00169,STORE003,4,457.90,1831.60,2025-09-27T09:55:51.683Z,CUST000969,cash
TX00000078,SKU00062,STORE003,4,24.49,97.96,2025-11-23T11:00:44.473Z,CUST001957,mobile
TX00000079,SKU00080,STORE004,4,337.18,1348.72,2026-02-01T11:31:38.629Z,CUST000801,mobile
TX00000080,SKU00054,STORE005,1,303.75,303.75,2025-11-04T17:21:52.692Z,CUST000241,mobile
TX00000081,SKU00037,STORE004,3,157.09,471.27,2025-07-22T13:31:09.386Z,CUST000321,credit
TX00000082,SKU00084,STORE004,9,46.69,420.21,2025-07-17T04:15:22.583Z,CUST000034,cash
TX00000083,SKU00121,STORE001,3,16.78,50.34,2025-11-27T14:54:28.503Z,CUST000271,credit
TX00000084,SKU00174,STORE005,5,30.05,150.25,2026-02-04T17:08:04.235Z,CUST000786,credit
TX00000085,SKU00117,STORE001,8,156.65,1253.20,2025-11-24T16:12:39.719Z,CUST000796,mobile
TX00000086,SKU00109,STORE002,8,139.39,1115.12,2026-01-18T13:13:35.081Z,CUST001100,credit
TX00000087,SKU00086,STORE005,9,116.00,1044.00,2025-09-03T04:28:21.717Z,CUST001861,credit
TX00000088,SKU00091,STORE002,9,46.35,417.15,2025-07-07T06:27:16.227Z,CUST000103,debit
TX00000089,SKU00089,STORE002,4,267.35,1069.40,2025-08-17T09:00:10.787Z,CUST001611,mobile
TX00000090,SKU00031,STORE001,3,183.75,551.25,2025-11-01T16:21:50.190Z,CUST000114,credit
TX00000091,SKU00079,STORE004,2,322.50,645.00,2026-01-16T22:55:03.171Z,CUST001792,debit
TX00000092,SKU00046,STORE003,3,337.85,1013.55,2025-10-19T19:53:27.653Z,CUST001649,debit
TX00000093,SKU00032,STORE004,4,337.29,1349.16,2025-11-02T11:58:28.617Z,CUST001986,credit
TX00000094,SKU00198,STORE005,8,331.40,2651.20,2025-07-05T04:48:06.079Z,CUST000579,debit
TX00000095,SKU00124,STORE003,5,168.40,842.00,2025-07-03T00:46:52.521Z,CUST000404,mobile
TX00000096,SKU00138,STORE005,6,390.80,2344.80,2025-12-18T19:29:40.739Z,CUST000081,mobile
TX00000097,SKU00199,STORE002,3,383.80,1151.40,2025-08-13T16:39:49.046Z,CUST000206,credit
TX00000098,SKU00196,STORE004,9,165.55,1489.95,2025-07-21T14:50:46.637Z,CUST001207,cash
TX00000099,SKU00116,STORE003,3,385.45,1156.35,2025-06-10T07:20:21.212Z,CUST000467,cash
TX00000100,SKU00150,STORE002,1,69.80,69.80,2025-11-02T17:50:56.688Z,CUST000090,cash
TX00000101,SKU00069,STORE003,10,169.39,1693.90,2025-07-07T03:10:50.945Z,CUST000164,debit
TX00000102,SKU00006,STORE004,5,276.39,1381.95,2025-09-14T13:28:32.757Z,CUST001328,mobile
TX00000103,SKU00011,STORE005,6,284.19,1705.14,2025-08-18T11:42:04.594Z,CUST000180,cash
TX00000104,SKU00069,STORE005,5,75.99,379.95,2025-08-23T06:03:47.231Z,CUST001051,cash
TX00000105,SKU00181,STORE004,7,341.49,2390.43,2025-06-05T19:32:07.246Z,CUST000003,debit
TX00000106,SKU00044,STORE004,7,298.75,2091.25,2025-12-24T07:56:32.468Z,CUST000648,cash
TX00000107,SKU00112,STORE002,2,51.78,103.56,2026-01-17T23:29:47.915Z,CUST001300,credit
TX00000108,SKU00081,STORE004,8,63.55,508.40,2025-11-29T15:46:43.038Z,CUST000714,debit
TX00000109,SKU00003,STORE003,9,479.05,4311.45,2025-12-04T20:10:22.240Z,CUST000171,cash
TX00000110,SKU00076,STORE004,4,123.99,495.96,2025-10-15T22:10:38.166Z,CUST000194,credit
TX00000111,SKU00198,STORE003,6,437.45,2624.70,2026-01-07T20:29:44.612Z,CUST001625,debit
TX00000112,SKU00062,STORE003,7,342.69,2398.83,2026-01-28T17:14:50.844Z,CUST001265,credit
TX00000113,SKU00116,STORE004,8,377.99,3023.92,2025-07-03T16:28:55.155Z,CUST001461,cash
TX00000114,SKU00038,STORE001,3,224.30,672.90,2025-10-17T00:19:27.001Z,CUST000393,credit
TX00000115,SKU00193,STORE001,5,294.89,1474.45,2025-07-21T19:17:10.643Z,CUST000115,credit
TX00000116,SKU00118,STORE003,3,320.79,962.37,2025-07-12T17:51:16.815Z,CUST000997,cash
TX00000117,SKU00051,STORE002,7,449.45,3146.15,2025-07-08T04:44:31.893Z,CUST001461,debit
TX00000118,SKU00129,STORE003,2,352.39,704.78,2025-06-17T08:42:40.381Z,CUST001823,credit
TX00000119,SKU00064,STORE001,8,352.55,2820.40,2026-02-02T06:38:20.793Z,CUST000792,mobile
TX00000120,SKU00091,STORE003,10,129.15,1291.50,2025-09-05T10:15:27.135Z,CUST001939,debit
TX00000121,SKU00013,STORE002,6,85.16,510.96,2025-07-23T16:52:14.467Z,CUST000904,debit
TX00000122,SKU00081,STORE001,9,210.35,1893.15,2025-07-07T21:01:58.158Z,CUST000885,cash
TX00000123,SKU00013,STORE005,10,326.19,3261.90,2025-07-09T12:53:45.068Z,CUST000955,cash
TX00000124,SKU00117,STORE003,4,67.79,271.16,2025-06-06T11:09:44.428Z,CUST001469,credit
TX00000125,SKU00012,STORE003,6,436.69,2620.14,2025-10-06T19:54:32.177Z,CUST001607,cash
TX00000126,SKU00016,STORE003,10,201.19,2011.90,2025-07-30T10:33:19.770Z,CUST000303,debit
TX00000127,SKU00120,STORE001,10,378.70,3787.00,2025-06-12T16:42:19.795Z,CUST000161,debit
TX00000128,SKU00127,STORE005,8,142.19,1137.52,2026-02-05T21:45:37.940Z,CUST001751,mobile
TX00000129,SKU00036,STORE004,1,205.65,205.65,2025-12-04T10:07:19.562Z,CUST001872,cash
TX00000130,SKU00097,STORE005,10,15.99,159.90,2026-01-25T01:12:31.007Z,CUST001629,debit
TX00000131,SKU00027,STORE003,7,193.55,1354.85,2025-11-12T16:14:14.155Z,CUST001805,debit
TX00000132,SKU00044,STORE003,1,411.15,411.15,2026-01-15T06:41:27.364Z,CUST000707,mobile
TX00000133,SKU00111,STORE005,7,393.29,2753.03,2026-01-29T23:51:06.120Z,CUST001916,cash
TX00000134,SKU00122,STORE002,7,287.99,2015.93,2025-09-11T08:17:30.035Z,CUST001209,mobile
TX00000135,SKU00105,STORE002,7,44.69,312.83,2025-12-23T09:43:55.298Z,CUST000369,credit
TX00000136,SKU00078,STORE001,4,258.39,1033.56,2025-09-17T11:00:49.868Z,CUST001679,credit
TX00000137,SKU00102,STORE001,1,289.00,289.00,2025-11-17T14:32:08.893Z,CUST001116,mobile
TX00000138,SKU00010,STORE001,1,96.75,96.75,2025-07-29T05:18:22.759Z,CUST000092,mobile
TX00000139,SKU00169,STORE002,1,89.09,89.09,2025-08-21T22:56:40.823Z,CUST001038,credit
TX00000140,SKU00072,STORE005,7,474.79,3323.53,2025-11-08T23:40:13.012Z,CUST001110,credit
TX00000141,SKU00001,STORE004,7,208.39,1458.73,2025-12-03T13:24:37.526Z,CUST000049,debit
TX00000142,SKU00036,STORE001,10,301.69,3016.90,2025-09-22T17:15:36.111Z,CUST000787,credit
TX00000143,SKU00020,STORE001,8,340.39,2723.12,2025-07-22T14:11:06.524Z,CUST001845,credit
TX00000144,SKU00057,STORE002,8,496.30,3970.40,2025-06-02T07:10:14.049Z,CUST001662,credit
TX00000145,SKU00080,STORE003,10,94.59,945.90,2026-02-10T22:11:59.219Z,CUST001462,debit
TX00000146,SKU00116,STORE005,9,433.85,3904.65,2025-08-02T00:34:43.443Z,CUST000280,debit
TX00000147,SKU00110,STORE003,6,498.25,2989.50,2025-10-05T19:22:41.677Z,CUST000793,credit
TX00000148,SKU00032,STORE005,9,453.99,4085.91,2025-08-07T04:11:04.043Z,CUST000711,cash
TX00000149,SKU00097,STORE003,4,298.99,1195.96,2025-08-08T09:51:16.732Z,CUST000944,cash
TX00000150,SKU00115,STORE002,8,17.45,139.60,2025-08-16T10:20:56.622Z,CUST001128,debit
TX00000151,SKU00139,STORE003,8,368.89,2951.12,2025-12-23T18:12:23.232Z,CUST000267,debit
TX00000152,SKU00084,STORE003,6,147.69,886.14,2025-06-11T21:19:12.861Z,CUST000572,cash
TX00000153,SKU00005,STORE003,10,91.39,913.90,2025-06-30T17:05:46.943Z,CUST001252,cash
TX00000154,SKU00082,STORE003,9,102.10,918.90,2026-01-25T06:34:36.149Z,CUST001155,mobile
TX00000155,SKU00120,STORE005,5,376.15,1880.75,2025-12-27T16:54:04.677Z,CUST000362,debit
TX00000156,SKU00040,STORE002,4,279.79,1119.16,2025-07-26T17:51:06.765Z,CUST001231,credit
TX00000157,SKU00018,STORE001,6,110.99,665.94,2025-08-28T10:23:23.392Z,CUST001624,credit
TX00000158,SKU00130,STORE004,8,466.79,3734.32,2025-11-22T10:49:17.535Z,CUST001773,debit
TX00000159,SKU00113,STORE004,7,466.25,3263.75,2025-08-07T11:26:48.606Z,CUST000575,mobile
TX00000160,SKU00010,STORE002,9,131.89,1187.01,2025-12-14T04:37:43.009Z,CUST001719,cash
TX00000161,SKU00135,STORE002,8,381.29,3050.32,2025-12-19T19:49:48.768Z,CUST000420,mobile
TX00000162,SKU00130,STORE005,4,392.05,1568.20,2025-08-28T07:43:29.666Z,CUST001932,debit
TX00000163,SKU00027,STORE004,8,289.65,2317.20,2025-12-24T02:19:12.564Z,CUST000625,debit
TX00000164,SKU00130,STORE004,3,205.69,617.07,2025-12-23T01:21:44.475Z,CUST001567,mobile
TX00000165,SKU00075,STORE004,9,423.81,3814.29,2025-07-25T12:25:52.013Z,CUST000754,debit
TX00000166,SKU00013,STORE003,2,128.00,256.00,2025-11-02T18:57:48.159Z,CUST001751,debit
TX00000167,SKU00172,STORE005,8,77.66,621.28,2025-09-01T12:11:10.996Z,CUST001366,debit
TX00000168,SKU00101,STORE004,6,64.30,385.80,2026-01-15T00:17:17.757Z,CUST001723,credit
TX00000169,SKU00191,STORE002,7,377.18,2640.26,2025-06-03T05:18:33.009Z,CUST000626,mobile
TX00000170,SKU00027,STORE004,8,340.40,2723.20,2026-01-12T22:48:41.181Z,CUST000338,credit
TX00000171,SKU00144,STORE003,9,194.70,1752.30,2025-07-30T13:31:41.312Z,CUST001098,credit
TX00000172,SKU00145,STORE003,7,233.10,1631.70,2025-08-10T02:31:58.655Z,CUST001419,credit
TX00000173,SKU00168,STORE004,7,184.65,1292.55,2025-09-07T13:35:30.056Z,CUST000226,debit
TX00000174,SKU00178,STORE001,10,341.19,3411.90,2025-10-20T13:15:17.109Z,CUST000498,mobile
TX00000175,SKU00060,STORE004,4,73.95,295.80,2025-08-31T21:34:56.854Z,CUST001952,debit
TX00000176,SKU00072,STORE002,6,223.15,1338.90,2025-10-23T17:38:54.316Z,CUST001016,credit
TX00000177,SKU00197,STORE002,1,333.29,333.29,2025-10-24T10:31:50.609Z,CUST000845,mobile
TX00000178,SKU00040,STORE005,7,212.39,1486.73,2025-09-21T10:09:39.107Z,CUST001505,cash
TX00000179,SKU00065,STORE003,10,220.49,2204.90,2026-01-01T16:14:03.134Z,CUST000110,credit
TX00000180,SKU00084,STORE002,1,457.95,457.95,2025-08-28T08:00:08.965Z,CUST000336,credit
TX00000181,SKU00014,STORE004,10,218.15,2181.50,2025-09-18T21:33:23.985Z,CUST000698,debit
TX00000182,SKU00125,STORE004,2,22.69,45.38,2025-12-23T00:40:59.884Z,CUST000108,credit
TX00000183,SKU00008,STORE002,9,173.95,1565.55,2025-10-01T07:50:40.015Z,CUST001018,mobile
TX00000184,SKU00174,STORE001,8,233.09,1864.72,2025-11-01T06:41:51.590Z,CUST001974,mobile
TX00000185,SKU00050,STORE003,10,429.45,4294.50,2025-06-05T19:47:21.745Z,CUST000692,credit
TX00000186,SKU00081,STORE002,9,171.99,1547.91,2025-08-12T19:11:16.852Z,CUST000616,credit
TX00000187,SKU00047,STORE001,2,280.09,560.18,2025-10-20T00:23:38.190Z,CUST000754,mobile
TX00000188,SKU00182,STORE003,4,57.89,231.56,2025-12-24T22:04:54.310Z,CUST000596,debit
TX00000189,SKU00065,STORE001,8,65.69,525.52,2026-02-12T07:48:47.556Z,CUST000142,mobile
TX00000190,SKU00039,STORE005,6,43.59,261.54,2025-11-15T22:13:42.620Z,CUST001720,credit
TX00000191,SKU00171,STORE001,6,385.89,2315.34,2025-10-10T03:21:27.447Z,CUST001640,mobile
TX00000192,SKU00040,STORE002,3,191.65,574.95,2025-12-12T09:50:44.647Z,CUST000320,cash
TX00000193,SKU00034,STORE002,6,399.25,2395.50,2026-01-20T15:33:24.763Z,CUST000312,cash
TX00000194,SKU00018,STORE002,5,24.72,123.60,2025-07-29T01:10:04.558Z,CUST001908,debit
TX00000195,SKU00009,STORE001,4,474.15,1896.60,2025-07-28T06:26:09.257Z,CUST000218,mobile
TX00000196,SKU00077,STORE004,4,315.79,1263.16,2026-01-04T07:13:33.678Z,CUST001877,mobile
TX00000197,SKU00178,STORE004,9,39.19,352.71,2025-12-06T02:55:21.462Z,CUST001272,debit
TX00000198,SKU00030,STORE003,9,194.19,1747.71,2025-09-27T17:50:15.572Z,CUST000475,debit
TX00000199,SKU00129,STORE004,7,184.49,1291.43,2025-10-16T05:22:04.047Z,CUST000939,mobile
TX00000200,SKU00037,STORE001,9,174.79,1573.11,2025-09-08T09:07:00.304Z,CUST001381,debit
TX00000201,SKU00012,STORE004,3,196.49,589.47,2025-10-11T01:30:00.013Z,CUST000596,credit
TX00000202,SKU00183,STORE001,5,66.03,330.15,2025-07-27T11:44:22.429Z,CUST000324,mobile
TX00000203,SKU00042,STORE004,6,442.85,2657.10,2026-02-14T19:42:48.591Z,CUST000391,credit
TX00000204,SKU00184,STORE002,4,381.13,1524.52,2025-09-10T15:48:35.608Z,CUST001476,cash
TX00000205,SKU00177,STORE001,3,235.15,705.45,2025-10-15T01:55:23.008Z,CUST001839,debit
TX00000206,SKU00069,STORE005,5,247.03,1235.15,2026-01-17T01:43:22.196Z,CUST001138,mobile
TX00000207,SKU00163,STORE002,5,425.05,2125.25,2025-07-30T13:21:58.348Z,CUST001882,cash
TX00000208,SKU00149,STORE005,9,200.59,1805.31,2025-07-19T03:54:14.247Z,CUST001348,debit
TX00000209,SKU00150,STORE002,7,97.25,680.75,2025-10-01T23:45:49.927Z,CUST000409,debit
TX00000210,SKU00150,STORE003,3,483.87,1451.61,2025-08-19T03:22:51.572Z,CUST000855,debit
TX00000211,SKU00180,STORE003,8,129.89,1039.12,2025-11-25T00:14:22.507Z,CUST000412,credit
TX00000212,SKU00008,STORE005,3,333.35,1000.05,2025-09-25T07:18:24.358Z,CUST000307,cash
TX00000213,SKU00121,STORE004,8,487.89,3903.12,2025-11-29T04:40:04.307Z,CUST001297,credit
TX00000214,SKU00180,STORE001,4,408.89,1635.56,2025-06-13T07:16:15.810Z,CUST000947,mobile
TX00000215,SKU00069,STORE005,1,389.59,389.59,2025-06-22T03:33:01.266Z,CUST000861,credit
TX00000216,SKU00142,STORE003,7,102.29,716.03,2025-10-11T22:19:41.962Z,CUST000645,cash
TX00000217,SKU00172,STORE004,5,476.87,2384.35,2026-01-15T06:22:46.443Z,CUST001056,debit
TX00000218,SKU00011,STORE004,2,154.85,309.70,2025-06-23T16:09:21.009Z,CUST001202,credit
TX00000219,SKU00076,STORE004,10,365.15,3651.50,2025-10-06T04:05:48.351Z,CUST001184,credit
TX00000220,SKU00134,STORE004,7,247.49,1732.43,2025-09-24T10:36:09.862Z,CUST001039,credit
TX00000221,SKU00162,STORE001,1,220.99,220.99,2025-09-12T15:09:21.538Z,CUST000554,cash
TX00000222,SKU00070,STORE005,10,253.65,2536.50,2026-01-17T06:40:16.447Z,CUST000074,debit
TX00000223,SKU00068,STORE005,1,278.69,278.69,2025-10-06T23:20:27.566Z,CUST000171,mobile
TX00000224,SKU00104,STORE004,3,244.39,733.17,2025-09-28T12:12:17.331Z,CUST000213,mobile
TX00000225,SKU00048,STORE001,6,385.55,2313.30,2026-01-15T05:19:34.298Z,CUST000239,credit
TX00000226,SKU00011,STORE005,2,27.30,54.60,2025-07-01T16:02:15.524Z,CUST000525,debit
TX00000227,SKU00008,STORE003,6,287.69,1726.14,2025-09-02T00:28:56.589Z,CUST000214,debit
TX00000228,SKU00020,STORE004,10,485.15,4851.50,2026-01-26T23:10:52.730Z,CUST001402,debit
TX00000229,SKU00127,STORE003,5,380.19,1900.95,2025-07-29T04:25:16.563Z,CUST001850,credit
TX00000230,SKU00098,STORE005,7,275.49,1928.43,2026-01-27T21:06:13.058Z,CUST001705,cash
TX00000231,SKU00103,STORE001,1,482.05,482.05,2025-11-23T15:09:10.378Z,CUST000160,cash
TX00000232,SKU00187,STORE003,2,292.99,585.98,2025-08-04T03:08:00.885Z,CUST001760,cash
TX00000233,SKU00180,STORE004,2,158.32,316.64,2025-06-02T11:19:56.221Z,CUST001521,cash
TX00000234,SKU00061,STORE001,8,239.75,1918.00,2025-07-17T14:24:35.724Z,CUST000081,debit
TX00000235,SKU00094,STORE001,10,108.59,1085.90,2025-09-13T21:07:11.656Z,CUST001539,debit
TX00000236,SKU00114,STORE001,1,225.60,225.60,2025-12-19T00:01:29.460Z,CUST000174,cash
TX00000237,SKU00183,STORE002,9,71.15,640.35,2025-12-25T18:35:03.088Z,CUST001883,cash
TX00000238,SKU00073,STORE005,3,169.45,508.35,2026-01-13T07:42:08.844Z,CUST001859,credit
TX00000239,SKU00160,STORE004,1,196.69,196.69,2026-02-08T12:57:20.775Z,CUST001966,cash
TX00000240,SKU00144,STORE005,4,401.90,1607.60,2026-01-03T08:56:44.046Z,CUST000362,mobile
TX00000241,SKU00044,STORE002,8,199.99,1599.92,2025-06-13T12:37:30.207Z,CUST001485,credit
TX00000242,SKU00012,STORE002,5,88.19,440.95,2025-08-03T09:57:02.602Z,CUST000115,cash
TX00000243,SKU00177,STORE001,6,334.05,2004.30,2025-09-26T21:20:13.715Z,CUST000822,cash
TX00000244,SKU00002,STORE004,7,24.03,168.21,2025-06-26T15:01:34.298Z,CUST000842,cash
TX00000245,SKU00182,STORE004,6,399.99,2399.94,2025-08-11T13:16:36.696Z,CUST000951,debit
TX00000246,SKU00194,STORE004,1,432.19,432.19,2025-07-18T17:59:12.129Z,CUST001100,debit
TX00000247,SKU00176,STORE002,9,281.00,2529.00,2025-10-21T17:16:28.291Z,CUST001026,debit
TX00000248,SKU00094,STORE005,4,100.39,401.56,2025-07-28T09:44:12.698Z,CUST001561,debit
TX00000249,SKU00046,STORE001,4,470.23,1880.92,2025-08-21T17:06:50.281Z,CUST000971,credit
TX00000250,SKU00179,STORE003,8,491.99,3935.92,2025-10-07T02:02:09.976Z,CUST001441,debit
TX00000251,SKU00037,STORE001,1,388.39,388.39,2025-11-17T05:52:09.785Z,CUST001212,debit
TX00000252,SKU00006,STORE004,1,382.19,382.19,2025-10-04T00:00:12.403Z,CUST001072,debit
TX00000253,SKU00078,STORE005,9,171.26,1541.34,2025-07-19T17:29:19.587Z,CUST001925,cash
TX00000254,SKU00091,STORE002,10,75.69,756.90,2025-12-23T05:07:57.764Z,CUST000559,debit
TX00000255,SKU00200,STORE001,6,45.89,275.34,2025-12-25T20:24:24.877Z,CUST001021,debit
TX00000256,SKU00064,STORE001,4,483.49,1933.96,2025-12-05T13:58:20.581Z,CUST001142,mobile
TX00000257,SKU00002,STORE005,10,50.21,502.10,2025-07-02T05:43:58.114Z,CUST001076,credit
TX00000258,SKU00052,STORE003,7,367.99,2575.93,2025-11-24T16:10:02.644Z,CUST001077,cash
